date,location,operator,aboard,aboard_passangers,aboard_crew,fatalities,fatalities_passangers,fatalities_crew,ground,summary,country
1928-09-02 00:00:00,"Toul, France",CIDNA,5,2,3,5,2,3,0,"After taking off the engine failed, the plane stalled and crashed.",null
1928-09-04 00:00:00,"Adelaide Hills, Australia",Qantas,2,0,2,1,0,1,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire.", Australia
1932-03-08 00:00:00,"Saint Louis, Illinois",Century Air Lines,5,0,5,3,0,3,0,"Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings.", Illinois
1928-09-04 00:00:00,"Pocatello, Idaho",National Parks Airways,7,6,1,7,6,1,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times.", Idaho
1928-09-06 00:00:00,"Heroldbach, Germany",Deutsche Lufthansa,3,2,1,3,2,1,0,Crashed due to engine failure., Spain
1928-10-04 00:00:00,"Gerona, Spain",Aeropostale,3,2,1,3,2,1,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,", Germany
1928-10-18 00:00:00,"Polk, Pennsylvania",National Air Transport,1,0,1,1,0,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons., Pennsylvania
1928-10-31 00:00:00,"Valence, France",Air Union,2,1,1,1,0,1,0,The pilot attempted an emergency landing in a muddy field and crashed., France
1928-11-15 00:00:00,Off Gibraltar,Aeropostale,3,NULL,3,1,0,1,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.,null
1928-11-24 00:00:00,"Edgerton, Ohio",Universal Airlines,3,2,1,3,2,1,0,The mail plane crashed in a heavy snow storm., Ohio
1928-11-25 00:00:00,"Edgerton, Ohio",Continental Air Lines,1,0,1,1,0,1,0,The mail plane crashed in a heavy snow storm, Ohio
1928-11-25 00:00:00,"Bristolville, Ohio",National Air Transport,1,0,1,1,0,1,0,The mail plane crashed in a snow storm., Ohio
1928-12-01 00:00:00,"Spur, Texas",Sunbeam Air Transport Co.,5,4,1,5,4,1,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.,Brazil
1928-12-03 00:00:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,14,9,5,14,9,5,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.", Texas
1928-12-10 00:00:00,"Spokan, Washington",Spokane Airways,5,3,2,5,3,2,0,The aircraft crashed while attempting to land in fog., Washington
1928-12-11 00:00:00,"Letzlingen, Germany",Deutsche Lufthansa,4,1,3,3,0,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames.", Germany
1928-12-20 00:00:00,"Huron, Ohio",National Air Transport,1,0,1,1,0,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation., Ohio
1928-12-23 00:00:00,"Chattanooga, Tennessee",Interstate Airlines,4,3,1,4,3,1,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly., France
1928-12-31 00:00:00,"Reims, France",CIDNA,3,2,1,2,2,0,0,Crashed into high ground in fog., Tennessee
1929-01-05 00:00:00,"Stafford Springs, Connecticut",Colonial Air Transport,1,0,1,1,0,1,0,Struck a mountain slope  in poor weather., Connecticut
1929-01-18 00:00:00,"Cove, Oregon",Varney Air Lines,1,0,1,1,0,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot., Oregon
1929-01-25 00:00:00,"Near Corfu, Greece",Aeroespresso,9,7,2,2,7,2,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.,null
1929-01-31 00:00:00,Off Morocco,Aeropostale,2,0,2,2,0,2,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons.", West Virginia
1929-01-31 00:00:00,"Morgantown, West Virginia",Skyline Transportation Company,1,0,1,1,0,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence.", Greece
1929-03-17 00:00:00,"Newark, New Jersey",Colonial Western Airlines,15,13,2,14,13,1,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt., New Jersey
1929-03-30 00:00:00,"Near Beaumont, California",New Standard Airlines,4,3,1,4,3,1,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.", California
1929-04-21 00:00:00,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,6,3,3,6,3,3,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.", California
1929-05-09 00:00:00,"Tampico, Mexico",Mexicana,5,4,1,5,4,1,0,"An engine failed, the plane stalled and crashed.", Mexico
1929-05-18 00:00:00,"Tököl,  Pest Hungary",MALERT,2,0,2,2,0,2,0,A wing separated in flight and the plane crashed.,  Pest Hungary
1929-05-22 00:00:00,Algiers,Aeropostale,6,3,3,4,3,2,0,The plane collided with a submerged object while taking off.,null
1929-06-13 00:00:00,"Santiago de Cuba, Cuba",Pan American Airways,5,1,4,2,1,1,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus"".", Spain
1929-06-14 00:00:00,"Barcelona, Spain",Aeropostale,2,0,2,1,0,1,0,"Took off, lost power and altitude and crashed into a telegraph tower.", Cuba
1934-08-10 00:00:00,"Ningbo, China",China National Aviation Corporation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,, England
1929-06-17 00:00:00,"Off Dungeness, England",Imperial Airways,13,11,2,7,7,0,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa.""", China
1929-06-24 00:00:00,"St. Paul, Minnesota",Northwest Orient Airlines,8,6,2,1,0,1,0,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park., Minnesota
1929-06-29 00:00:00,"Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,5,4,1,5,4,1,0,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.,null
1929-06-29 00:00:00,"Columbus, Ohio",Continental Air Lines,1,0,1,1,0,1,0,The mail plane crashed into an antenna mast in fog and low visibility and burned., New Mexico
1929-08-11 00:00:00,"Clovis, New Mexico",Middle States Airlines,4,2,2,4,2,2,0,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances.", Ohio
1929-08-24 00:00:00,"Sochi, Russia",Ukvozduchput,1,0,1,1,0,1,0,Crashed under unknown circumstances., Russia
1929-08-24 00:00:00,"Elm, Germany",Deutsche Lufthansa,5,4,1,4,3,1,0,The aorcraft hit a hill in fog and poor visibility., Germany
1929-09-02 00:00:00,"Needles, California",Associated Aviators,2,0,2,1,0,1,0,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety., California
1929-09-03 00:00:00,"Mt. Taylor, near Grants, New Mexico",Trans Continental Air Transport,8,5,3,8,5,3,0,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco.""",null
1929-09-06 00:00:00,"Jask, Iran",Imperial Airways,5,2,3,3,1,2,0,"At night, the aircraft crashed short of the runway in low visibility.",null
1929-09-14 00:00:00,North Atlantic Ocean,Aeropostale,6,4,2,6,4,2,0,"Crashed at sea, 30 miles from Larache, Morocco for unknown reasons.", Iran
1929-09-14 00:00:00,"Saint Catharines, Ontario",Skyways,6,5,1,6,5,1,0,The aircraft went out of control and crashed for unknown reasons., Ontario
1929-09-17 00:00:00,"Mt Lamentation, Connecticut",Colonial Air Transport,1,0,1,1,0,1,0,The mail plane crashed into Mt. Lamentation in fog and burst into flames., California
1929-09-17 00:00:00,"Off Larache, Morocco",Aeropostale,5,3,2,5,3,2,0,Crashed into the Mediterranean for unknown reasons., Morocco
1929-09-17 00:00:00,"Jacumba, California",Pickwick Airways,2,0,2,1,0,1,0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm., Connecticut
1929-10-26 00:00:00,"Off Spezia, Italy",Imperial Airways,7,5,2,7,5,2,0,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome.""", Italy
1929-10-29 00:00:00,"Mount Vernon, Ohio",Continental Air Lines,1,0,1,1,0,1,0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons., Washington
1929-10-31 00:00:00,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,2,0,2,2,0,2,0,The air taxi crashed into Puget Sound as it attempted to take off., Pennsylvania
1929-11-04 00:00:00,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,4,3,1,4,3,1,0,The mail plane crashed in dense fog., France
1929-11-06 00:00:00,"Near Godstone, Surrey, England",Deutsche Lufthansa,8,4,4,7,3,4,0,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog.", Ohio
1929-11-16 00:00:00,"Off Corsica, France",Air Union,3,0,3,3,0,3,0,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found.",null
1929-11-20 00:00:00,"Terranova Pausania, East Sardinia",S.A.M. Società Aerea Mediterranea,12,9,3,1,1,0,0,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment., East Sardinia
1929-11-30 00:00:00,"Vancouver, Washington",Varney Air Lines,1,0,1,1,0,1,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River., Mexico
1929-12-02 00:00:00,"Chagrin Falls, Ohio",National Air Transport,1,0,1,1,0,1,0,The mail plane crashed en route during a storm., Washington
1929-12-19 00:00:00,"Near Berlin, Germany",Deutsche Lufthansa,3,0,2,2,0,2,0,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport.", Ohio
1929-12-30 00:00:00,"Amarillo, Texas",Trans Continental Air Transport,5,3,2,5,3,2,0,Crashed onto a golf course  while on approach during a demonstration flight., Nebraska
1930-01-10 00:00:00,"Brawnson, Nebraska",Boeing Air Transport,1,0,1,1,0,1,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing., Texas
1930-01-13 00:00:00,"Antananarivo, Madagascar",Air Orient,3,0,3,3,0,3,0,Crrashed moments after taking off from Port-Francqui., Germany
1930-01-19 00:00:00,"Oceanside, California",Maddux Airlines,16,14,2,16,14,2,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control.", California
1930-01-25 00:00:00,"Off Ceuta, Spain",Aeropostale,2,0,2,2,0,2,0,Ran into thunderstorms and crashed into the sea., Madagascar
1932-03-19 00:00:00,"Calimesa, California",American Airways,7,5,2,7,5,2,0,The crew reduced altitude in foggy conditions to maintain visual contact with the ground. Crashed into an apple orchard after striking power lines. One survivor died the next day., Spain
1930-01-27 00:00:00,"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),5,4,1,5,4,1,0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.", California
1930-02-03 00:00:00,"Hartford, Connecticut",Colonial Air Transport,1,0,1,1,0,1,0,While attempting to land the plane struck a building and fell into the Connecticut river., Missouri
1930-02-10 00:00:00,"Marden, England",Air Union,6,3,3,2,2,0,0,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well.", Connecticut
1930-04-18 00:00:00,"Jersey City, New Jersey",Canadian Colonial Airways,4,3,1,4,3,1,0,Crashed into power lines 150 feet above the ground in fog., England
1930-05-10 00:00:00,"Buenos Aires, Argentina",Aeropostale,4,2,2,3,1,2,0,"While flying in foggy conditions at night, the captain lowered his altitude, hit a wave and fiipped over.", New Jersey
1930-06-05 00:00:00,"Boston, Massachusetts",Colonial Air Transport,15,13,2,1,1,0,0,Crashed into Boston Harbor after losing the right  engine on takeoff., Argentina
1930-07-07 00:00:00,"Bornholm, Denmark",Deutsche Lufthansa,8,5,3,5,4,1,0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave while under tow.", Massachusetts
1930-07-10 00:00:00,"Arkansas Pass, Texas",Cross Airways,5,4,1,5,4,1,0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.", Denmark
1930-07-21 00:00:00,"Near Meopham, Kent, England",Walcot Air Line,6,4,2,6,4,2,0,The plane crashed about 10 miles from it's destination. Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer., Texas
1930-08-22 00:00:00,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,11,10,1,10,9,1,0,Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft.,null
